id,date,academicYear,weekday,scheduleType,unitCode,unitName,startTime,endTime,hours,hourlyWage,sourceHourSettingId,createdAt
ROW_1783913102560_83010,2025-09-18,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_24263,2025-09-18,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_16168,2025-09-18,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_62251,2025-09-18,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_22733,2025-09-18,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_52362,2025-09-18,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_32075,2025-09-19,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_58849,2025-09-19,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_46346,2025-09-19,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_2379,2025-09-19,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_65748,2025-09-19,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_27648,2025-09-19,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_10418,2025-09-20,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_35130,2025-09-20,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_34654,2025-09-20,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_16167,2025-09-20,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_48033,2025-09-21,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_97042,2025-09-21,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_40510,2025-09-22,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_52304,2025-09-22,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_31175,2025-09-22,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_62255,2025-09-22,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_98735,2025-09-22,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_51959,2025-09-22,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_3097,2025-09-23,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_6667,2025-09-23,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_95437,2025-09-23,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_91019,2025-09-23,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_87201,2025-09-23,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_51867,2025-09-23,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_76509,2025-09-24,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_94225,2025-09-24,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_53827,2025-09-24,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_510,2025-09-24,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_44231,2025-09-24,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_99591,2025-09-24,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_40806,2025-09-25,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_99071,2025-09-25,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_63284,2025-09-25,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_51801,2025-09-25,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_50501,2025-09-25,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_27917,2025-09-25,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_66725,2025-09-26,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_63672,2025-09-26,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_8604,2025-09-26,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_37634,2025-09-26,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_47049,2025-09-26,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_36822,2025-09-26,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_11554,2025-09-27,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_80712,2025-09-27,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_14461,2025-09-27,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_67071,2025-09-27,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_49094,2025-09-28,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_8106,2025-09-28,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_7442,2025-09-29,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_4323,2025-09-29,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_47628,2025-09-29,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_8966,2025-09-29,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_71756,2025-09-29,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_12870,2025-09-29,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_37774,2025-09-30,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_77999,2025-09-30,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_70367,2025-09-30,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_87088,2025-09-30,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_23852,2025-09-30,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_23424,2025-09-30,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_84468,2025-10-01,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_89363,2025-10-01,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_96311,2025-10-01,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_4698,2025-10-01,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_53337,2025-10-01,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_12711,2025-10-01,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_65436,2025-10-02,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_25253,2025-10-02,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_60663,2025-10-02,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_16116,2025-10-02,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_72059,2025-10-02,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_74607,2025-10-02,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_91573,2025-10-03,114,星期五,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_88274,2025-10-03,114,星期五,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_13416,2025-10-03,114,星期五,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_38636,2025-10-03,114,星期五,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_50705,2025-10-03,114,星期五,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_36893,2025-10-03,114,星期五,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_34669,2025-10-04,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_6688,2025-10-04,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_88003,2025-10-04,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_88408,2025-10-04,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_26557,2025-10-05,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_95044,2025-10-05,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_1286,2025-10-06,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_90864,2025-10-06,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_17371,2025-10-06,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_90008,2025-10-06,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_48080,2025-10-06,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_21632,2025-10-06,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_34588,2025-10-07,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_72921,2025-10-07,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_65770,2025-10-07,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_36156,2025-10-07,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_1189,2025-10-07,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_97520,2025-10-07,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_57732,2025-10-08,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_38134,2025-10-08,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_83597,2025-10-08,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_47867,2025-10-08,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_17585,2025-10-08,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_78565,2025-10-08,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_61826,2025-10-09,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_94129,2025-10-09,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_13990,2025-10-09,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_2874,2025-10-09,114,星期四,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_99575,2025-10-09,114,星期四,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_58074,2025-10-09,114,星期四,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_73364,2025-10-11,114,星期六,開學(假日),U_A1,Unit_A1,09:00,18:00,22,196,HOUR_1783911866181_3389,2026-07-13T03:25:02.560Z
ROW_1783913102560_5051,2025-10-11,114,星期六,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_26700,2025-10-11,114,星期六,開學(假日),U_X6,Unit_X6,20:00,23:00,5,196,HOUR_1783912298626_771,2026-07-13T03:25:02.560Z
ROW_1783913102560_35272,2025-10-11,114,星期六,開學(假日),U_C1,Unit_C1,09:00,18:00,20,196,HOUR_1783912341169_4213,2026-07-13T03:25:02.560Z
ROW_1783913102560_32227,2025-10-12,114,星期日,開學(假日),U_B1,Unit_B1,09:00,18:00,22,196,HOUR_1783911882820_8675,2026-07-13T03:25:02.560Z
ROW_1783913102560_41467,2025-10-12,114,星期日,開學(假日),U_X6,Unit_X6,08:00,23:00,11,196,HOUR_1783912378944_8942,2026-07-13T03:25:02.560Z
ROW_1783913102560_58015,2025-10-13,114,星期一,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_66867,2025-10-13,114,星期一,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_9003,2025-10-13,114,星期一,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_20040,2025-10-13,114,星期一,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_63444,2025-10-13,114,星期一,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_88873,2025-10-13,114,星期一,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_64691,2025-10-14,114,星期二,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_16171,2025-10-14,114,星期二,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_28275,2025-10-14,114,星期二,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_96150,2025-10-14,114,星期二,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_2227,2025-10-14,114,星期二,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_11868,2025-10-14,114,星期二,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_91681,2025-10-15,114,星期三,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_88295,2025-10-15,114,星期三,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_35708,2025-10-15,114,星期三,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
ROW_1783913102560_39458,2025-10-15,114,星期三,開學(平日),U_C1,Unit_C1,08:00,21:00,27,196,HOUR_1783911816251_8055,2026-07-13T03:25:02.560Z
ROW_1783913102560_9930,2025-10-15,114,星期三,開學(平日),U_B2,Unit_B2,08:00,16:30,14,196,HOUR_1783911835231_7748,2026-07-13T03:25:02.560Z
ROW_1783913102560_65099,2025-10-15,114,星期三,開學(平日),U_X6,Unit_X6,21:00,23:00,2,196,HOUR_1783911960569_7106,2026-07-13T03:25:02.560Z
ROW_1783913102560_34436,2025-10-16,114,星期四,開學(平日),U_A1,Unit_A1,08:00,21:30,34,196,HOUR_1783911737867_5954,2026-07-13T03:25:02.560Z
ROW_1783913102560_817,2025-10-16,114,星期四,開學(平日),U_A2,Unit_A2,08:00,16:30,14,196,HOUR_1783911761759_1053,2026-07-13T03:25:02.560Z
ROW_1783913102560_52042,2025-10-16,114,星期四,開學(平日),U_B1,Unit_B1,08:00,22:00,34,196,HOUR_1783911785403_1126,2026-07-13T03:25:02.560Z
